File, LLJit load, err LLJit load, MCJit load, err MCJit load, MC/LL load, LLJit sim, err LLJit sim, MCJit sim, err MCJit sim, MC/LL sim
C:/Users/Lucian/Desktop/temp-biomodels/final\BIOMD0000000001/BIOMD0000000001_url.xml, 0.02992852666654168, 0.002713583317062374, 0.05117834666658989, 0.05426868603986223, 1.7100189139549007, 0.001213840000127675, 7.123413768520922e-05, 0.0011622600000919191, 3.7923059028458136e-05, 0.957506755395826
C:/Users/Lucian/Desktop/temp-biomodels/final\BIOMD0000000002/BIOMD0000000002_url.xml, 0.02979668666660776, 0.0018167740215383709, 0.05189926666668422, 0.05533696541922926, 1.7417797907324424, 0.0009416400000191061, 5.153327475189848e-05, 0.0009354399997391738, 6.757072155928555e-05, 0.9934157424495491
C:/Users/Lucian/Desktop/temp-biomodels/final\BIOMD0000000003/BIOMD0000000003_url.xml, 0.016353253333363682, 0.0021302913443329314, 0.026411306666462527, 0.029468192000499563, 1.6150490748271198, 0.003125760000148148, 0.00040629196213714066, 0.003055560000211699, 0.0002835385662109061, 0.9775414619378577
C:/Users/Lucian/Desktop/temp-biomodels/final\BIOMD0000000004/BIOMD0000000004_url.xml, 0.015686413333423844, 0.002584822507672251, 0.02662098666666376, 0.029854803930983376, 1.6970728808950266, 0.003272639999886451, 0.00014796972123808902, 0.003258979999918665, 0.0002408947189106861, 0.9958259998141379
C:/Users/Lucian/Desktop/temp-biomodels/final\BIOMD0000000005/BIOMD0000000005_url.xml, 0.017947013333165767, 0.0011082686035468609, 0.029056733333466884, 0.03156618314307177, 1.6190289043676447, 0.0023431800000253133, 0.0006301965450435579, 0.002129419999982929, 0.00028895720368383337, 0.9087735470428754
C:/Users/Lucian/Desktop/temp-biomodels/final\BIOMD0000000006/BIOMD0000000006_url.xml, 0.012390719999954551, 0.0012664382642370395, 0.0203450200001195, 0.022718335295789958, 1.6419562382326551, 0.0014839800000117976, 0.00036925158026561693, 0.0012199999997392296, 7.384938712690625e-05, 0.8221135053905919
C:/Users/Lucian/Desktop/temp-biomodels/final\BIOMD0000000007/BIOMD0000000007_url.xml, 0.03999212666670549, 0.005254224454196775, 0.0673565399999158, 0.0698208872652836, 1.6842450155568223, 0.0029410799998004222, 0.00040256862458333054, 0.0025669400001788745, 8.17422680934437e-05, 0.8727882275739061
C:/Users/Lucian/Desktop/temp-biomodels/final\BIOMD0000000008/BIOMD0000000008_url.xml, 0.018977993333464838, 0.0016746746741880486, 0.030374213333197987, 0.031459351166730154, 1.6004965751377744, 0.0020165599999018013, 0.0004895176954442945, 0.0018243600001369487, 0.0002270045516537512, 0.9046891737542091
C:/Users/Lucian/Desktop/temp-biomodels/final\BIOMD0000000009/BIOMD0000000009_url.xml, 0.03980625333327528, 0.004035247854613251, 0.05946197999995396, 0.06292641934597089, 1.4937848961094724, 0.0014653000000180328, 0.0001618712452001194, 0.001438659999985248, 0.00012455629396576108, 0.9818194226216768
C:/Users/Lucian/Desktop/temp-biomodels/final\BIOMD0000000010/BIOMD0000000010_url.xml, 0.009128806666740274, 0.000778000459771851, 0.009003786666653468, 0.0009221726591175031, 0.9863048912469249, 0.001060259999940172, 0.00013683974001099032, 0.0009620799999538576, 0.0001134529223891735, 0.9074000716882138
